300: ftp://ftp.ncbi.nlm.nih.gov/pubmed/baseline/
200: filename content-length last-modified file-type
201: "pubmed21n0037.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A56%3A00%20GMT FILE 
201: "pubmed21n0038.xml.gz" 14024565 Sat%2C%2012%20Dec%202020%2014%3A56%3A00%20GMT FILE 
201: "pubmed21n0038.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A56%3A00%20GMT FILE 
201: "pubmed21n0039.xml.gz" 14826293 Sat%2C%2012%20Dec%202020%2014%3A56%3A00%20GMT FILE 
201: "pubmed21n0039.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A56%3A00%20GMT FILE 
201: "pubmed21n0040.xml.gz" 13045168 Sat%2C%2012%20Dec%202020%2014%3A56%3A00%20GMT FILE 
201: "pubmed21n0040.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A57%3A00%20GMT FILE 
201: "pubmed21n0041.xml.gz" 13409421 Sat%2C%2012%20Dec%202020%2014%3A57%3A00%20GMT FILE 
201: "pubmed21n0041.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A57%3A00%20GMT FILE 
201: "pubmed21n0042.xml.gz" 16845308 Sat%2C%2012%20Dec%202020%2014%3A57%3A00%20GMT FILE 
201: "pubmed21n0042.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A57%3A00%20GMT FILE 
201: "pubmed21n0043.xml.gz" 22122618 Sat%2C%2012%20Dec%202020%2014%3A57%3A00%20GMT FILE 
201: "pubmed21n0043.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A57%3A00%20GMT FILE 
201: "pubmed21n0044.xml.gz" 29652787 Sat%2C%2012%20Dec%202020%2014%3A57%3A00%20GMT FILE 
201: "pubmed21n0044.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A57%3A00%20GMT FILE 
201: "pubmed21n0045.xml.gz" 25695962 Sat%2C%2012%20Dec%202020%2014%3A58%3A00%20GMT FILE 
201: "pubmed21n0045.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A58%3A00%20GMT FILE 
201: "pubmed21n0046.xml.gz" 27643878 Sat%2C%2012%20Dec%202020%2014%3A58%3A00%20GMT FILE 
201: "pubmed21n0046.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A58%3A00%20GMT FILE 
201: "pubmed21n0047.xml.gz" 22876273 Sat%2C%2012%20Dec%202020%2014%3A58%3A00%20GMT FILE 
201: "pubmed21n0047.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A58%3A00%20GMT FILE 
201: "pubmed21n0048.xml.gz" 22233525 Sat%2C%2012%20Dec%202020%2014%3A58%3A00%20GMT FILE 
201: "pubmed21n0048.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A58%3A00%20GMT FILE 
201: "pubmed21n0049.xml.gz" 22146861 Sat%2C%2012%20Dec%202020%2014%3A59%3A00%20GMT FILE 
201: "pubmed21n0049.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A59%3A00%20GMT FILE 
201: "pubmed21n0050.xml.gz" 22750200 Sat%2C%2012%20Dec%202020%2014%3A59%3A00%20GMT FILE 
201: "pubmed21n0050.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A59%3A00%20GMT FILE 
201: "pubmed21n0051.xml.gz" 24171441 Sat%2C%2012%20Dec%202020%2014%3A59%3A00%20GMT FILE 
201: "pubmed21n0051.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A59%3A00%20GMT FILE 
201: "pubmed21n0052.xml.gz" 22694784 Sat%2C%2012%20Dec%202020%2014%3A59%3A00%20GMT FILE 
201: "pubmed21n0052.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2014%3A59%3A00%20GMT FILE 
201: "pubmed21n0053.xml.gz" 22373526 Sat%2C%2012%20Dec%202020%2014%3A59%3A00%20GMT FILE 
201: "pubmed21n0053.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A00%3A00%20GMT FILE 
201: "pubmed21n0054.xml.gz" 22578178 Sat%2C%2012%20Dec%202020%2015%3A00%3A00%20GMT FILE 
201: "pubmed21n0054.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A00%3A00%20GMT FILE 
201: "pubmed21n0055.xml.gz" 28522789 Sat%2C%2012%20Dec%202020%2015%3A00%3A00%20GMT FILE 
201: "pubmed21n0055.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A00%3A00%20GMT FILE 
201: "pubmed21n0056.xml.gz" 28814375 Sat%2C%2012%20Dec%202020%2015%3A00%3A00%20GMT FILE 
201: "pubmed21n0056.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A00%3A00%20GMT FILE 
201: "pubmed21n0057.xml.gz" 29642262 Sat%2C%2012%20Dec%202020%2015%3A00%3A00%20GMT FILE 
201: "pubmed21n0057.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A00%3A00%20GMT FILE 
201: "pubmed21n0058.xml.gz" 22442171 Sat%2C%2012%20Dec%202020%2015%3A00%3A00%20GMT FILE 
201: "pubmed21n0058.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A00%3A00%20GMT FILE 
201: "pubmed21n0059.xml.gz" 21120770 Sat%2C%2012%20Dec%202020%2015%3A00%3A00%20GMT FILE 
201: "pubmed21n0059.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A01%3A00%20GMT FILE 
201: "pubmed21n0060.xml.gz" 20119840 Sat%2C%2012%20Dec%202020%2015%3A01%3A00%20GMT FILE 
201: "pubmed21n0060.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A01%3A00%20GMT FILE 
201: "pubmed21n0061.xml.gz" 26343627 Sat%2C%2012%20Dec%202020%2015%3A01%3A00%20GMT FILE 
201: "pubmed21n0061.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A01%3A00%20GMT FILE 
201: "pubmed21n0062.xml.gz" 21495373 Sat%2C%2012%20Dec%202020%2015%3A01%3A00%20GMT FILE 
201: "pubmed21n0062.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A01%3A00%20GMT FILE 
201: "pubmed21n0063.xml.gz" 25091638 Sat%2C%2012%20Dec%202020%2015%3A01%3A00%20GMT FILE 
201: "pubmed21n0063.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A01%3A00%20GMT FILE 
201: "pubmed21n0064.xml.gz" 22574774 Sat%2C%2012%20Dec%202020%2015%3A01%3A00%20GMT FILE 
201: "pubmed21n0064.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A01%3A00%20GMT FILE 
201: "pubmed21n0065.xml.gz" 22689288 Sat%2C%2012%20Dec%202020%2015%3A02%3A00%20GMT FILE 
201: "pubmed21n0065.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A02%3A00%20GMT FILE 
201: "pubmed21n0066.xml.gz" 23622011 Sat%2C%2012%20Dec%202020%2015%3A02%3A00%20GMT FILE 
201: "pubmed21n0066.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A02%3A00%20GMT FILE 
201: "pubmed21n0067.xml.gz" 22213982 Sat%2C%2012%20Dec%202020%2015%3A02%3A00%20GMT FILE 
201: "pubmed21n0067.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A02%3A00%20GMT FILE 
201: "pubmed21n0068.xml.gz" 21436172 Sat%2C%2012%20Dec%202020%2015%3A02%3A00%20GMT FILE 
201: "pubmed21n0068.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A02%3A00%20GMT FILE 
201: "pubmed21n0069.xml.gz" 20324928 Sat%2C%2012%20Dec%202020%2015%3A03%3A00%20GMT FILE 
201: "pubmed21n0069.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A03%3A00%20GMT FILE 
201: "pubmed21n0070.xml.gz" 24133834 Sat%2C%2012%20Dec%202020%2015%3A03%3A00%20GMT FILE 
201: "pubmed21n0070.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A03%3A00%20GMT FILE 
201: "pubmed21n0071.xml.gz" 24949405 Sat%2C%2012%20Dec%202020%2015%3A03%3A00%20GMT FILE 
201: "pubmed21n0071.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A03%3A00%20GMT FILE 
201: "pubmed21n0072.xml.gz" 29085149 Sat%2C%2012%20Dec%202020%2015%3A03%3A00%20GMT FILE 
201: "pubmed21n0072.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A03%3A00%20GMT FILE 
201: "pubmed21n0073.xml.gz" 23060111 Sat%2C%2012%20Dec%202020%2015%3A04%3A00%20GMT FILE 
201: "pubmed21n0073.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A04%3A00%20GMT FILE 
201: "pubmed21n0074.xml.gz" 20060826 Sat%2C%2012%20Dec%202020%2015%3A04%3A00%20GMT FILE 
201: "pubmed21n0074.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A04%3A00%20GMT FILE 
201: "pubmed21n0075.xml.gz" 21030342 Sat%2C%2012%20Dec%202020%2015%3A04%3A00%20GMT FILE 
201: "pubmed21n0075.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A04%3A00%20GMT FILE 
201: "pubmed21n0076.xml.gz" 20562428 Sat%2C%2012%20Dec%202020%2015%3A04%3A00%20GMT FILE 
201: "pubmed21n0076.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A04%3A00%20GMT FILE 
201: "pubmed21n0077.xml.gz" 21271504 Sat%2C%2012%20Dec%202020%2015%3A04%3A00%20GMT FILE 
201: "pubmed21n0077.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A04%3A00%20GMT FILE 
201: "pubmed21n0078.xml.gz" 21030721 Sat%2C%2012%20Dec%202020%2015%3A04%3A00%20GMT FILE 
201: "pubmed21n0078.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A05%3A00%20GMT FILE 
201: "pubmed21n0079.xml.gz" 20652954 Sat%2C%2012%20Dec%202020%2015%3A05%3A00%20GMT FILE 
201: "pubmed21n0079.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A05%3A00%20GMT FILE 
201: "pubmed21n0080.xml.gz" 24624638 Sat%2C%2012%20Dec%202020%2015%3A05%3A00%20GMT FILE 
201: "pubmed21n0080.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A05%3A00%20GMT FILE 
201: "pubmed21n0081.xml.gz" 27164428 Sat%2C%2012%20Dec%202020%2015%3A05%3A00%20GMT FILE 
201: "pubmed21n0081.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A05%3A00%20GMT FILE 
201: "pubmed21n0082.xml.gz" 28370751 Sat%2C%2012%20Dec%202020%2015%3A05%3A00%20GMT FILE 
201: "pubmed21n0082.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A05%3A00%20GMT FILE 
201: "pubmed21n0083.xml.gz" 24243637 Sat%2C%2012%20Dec%202020%2015%3A05%3A00%20GMT FILE 
201: "pubmed21n0083.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A06%3A00%20GMT FILE 
201: "pubmed21n0084.xml.gz" 25957502 Sat%2C%2012%20Dec%202020%2015%3A06%3A00%20GMT FILE 
201: "pubmed21n0084.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A06%3A00%20GMT FILE 
201: "pubmed21n0085.xml.gz" 27596710 Sat%2C%2012%20Dec%202020%2015%3A06%3A00%20GMT FILE 
201: "pubmed21n0085.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A06%3A00%20GMT FILE 
201: "pubmed21n0086.xml.gz" 21369653 Sat%2C%2012%20Dec%202020%2015%3A06%3A00%20GMT FILE 
201: "pubmed21n0086.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A06%3A00%20GMT FILE 
201: "pubmed21n0087.xml.gz" 18724557 Sat%2C%2012%20Dec%202020%2015%3A06%3A00%20GMT FILE 
201: "pubmed21n0087.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A06%3A00%20GMT FILE 
201: "pubmed21n0088.xml.gz" 20831719 Sat%2C%2012%20Dec%202020%2015%3A06%3A00%20GMT FILE 
201: "pubmed21n0088.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A06%3A00%20GMT FILE 
201: "pubmed21n0089.xml.gz" 22341068 Sat%2C%2012%20Dec%202020%2015%3A07%3A00%20GMT FILE 
201: "pubmed21n0089.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A07%3A00%20GMT FILE 
201: "pubmed21n0090.xml.gz" 20037354 Sat%2C%2012%20Dec%202020%2015%3A07%3A00%20GMT FILE 
201: "pubmed21n0090.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A07%3A00%20GMT FILE 
201: "pubmed21n0091.xml.gz" 19554771 Sat%2C%2012%20Dec%202020%2015%3A07%3A00%20GMT FILE 
201: "pubmed21n0091.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A07%3A00%20GMT FILE 
201: "pubmed21n0092.xml.gz" 20517860 Sat%2C%2012%20Dec%202020%2015%3A07%3A00%20GMT FILE 
201: "pubmed21n0092.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A07%3A00%20GMT FILE 
201: "pubmed21n0093.xml.gz" 21655543 Sat%2C%2012%20Dec%202020%2015%3A08%3A00%20GMT FILE 
201: "pubmed21n0093.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A08%3A00%20GMT FILE 
201: "pubmed21n0094.xml.gz" 26834741 Sat%2C%2012%20Dec%202020%2015%3A08%3A00%20GMT FILE 
201: "pubmed21n0094.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A08%3A00%20GMT FILE 
201: "pubmed21n0095.xml.gz" 24084011 Sat%2C%2012%20Dec%202020%2015%3A08%3A00%20GMT FILE 
201: "pubmed21n0095.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A08%3A00%20GMT FILE 
201: "pubmed21n0096.xml.gz" 22735974 Sat%2C%2012%20Dec%202020%2015%3A08%3A00%20GMT FILE 
201: "pubmed21n0096.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A08%3A00%20GMT FILE 
201: "pubmed21n0097.xml.gz" 21071857 Sat%2C%2012%20Dec%202020%2015%3A08%3A00%20GMT FILE 
201: "pubmed21n0097.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A08%3A00%20GMT FILE 
201: "pubmed21n0098.xml.gz" 21326218 Sat%2C%2012%20Dec%202020%2015%3A08%3A00%20GMT FILE 
201: "pubmed21n0098.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A09%3A00%20GMT FILE 
201: "pubmed21n0099.xml.gz" 24358437 Sat%2C%2012%20Dec%202020%2015%3A09%3A00%20GMT FILE 
201: "pubmed21n0099.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A09%3A00%20GMT FILE 
201: "pubmed21n0100.xml.gz" 27282448 Sat%2C%2012%20Dec%202020%2015%3A09%3A00%20GMT FILE 
201: "pubmed21n0100.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A09%3A00%20GMT FILE 
201: "pubmed21n0101.xml.gz" 24608050 Sat%2C%2012%20Dec%202020%2015%3A09%3A00%20GMT FILE 
201: "pubmed21n0101.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A09%3A00%20GMT FILE 
201: "pubmed21n0102.xml.gz" 19021088 Sat%2C%2012%20Dec%202020%2015%3A09%3A00%20GMT FILE 
201: "pubmed21n0102.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A09%3A00%20GMT FILE 
201: "pubmed21n0103.xml.gz" 23120501 Sat%2C%2012%20Dec%202020%2015%3A09%3A00%20GMT FILE 
201: "pubmed21n0103.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A09%3A00%20GMT FILE 
201: "pubmed21n0104.xml.gz" 24463127 Sat%2C%2012%20Dec%202020%2015%3A09%3A00%20GMT FILE 
201: "pubmed21n0104.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A10%3A00%20GMT FILE 
201: "pubmed21n0105.xml.gz" 19653726 Sat%2C%2012%20Dec%202020%2015%3A10%3A00%20GMT FILE 
201: "pubmed21n0105.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A10%3A00%20GMT FILE 
201: "pubmed21n0106.xml.gz" 18357781 Sat%2C%2012%20Dec%202020%2015%3A10%3A00%20GMT FILE 
201: "pubmed21n0106.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A10%3A00%20GMT FILE 
201: "pubmed21n0107.xml.gz" 16387506 Sat%2C%2012%20Dec%202020%2015%3A10%3A00%20GMT FILE 
201: "pubmed21n0107.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A10%3A00%20GMT FILE 
201: "pubmed21n0108.xml.gz" 17872095 Sat%2C%2012%20Dec%202020%2015%3A10%3A00%20GMT FILE 
201: "pubmed21n0108.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A10%3A00%20GMT FILE 
201: "pubmed21n0109.xml.gz" 19100248 Sat%2C%2012%20Dec%202020%2015%3A11%3A00%20GMT FILE 
201: "pubmed21n0109.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A11%3A00%20GMT FILE 
201: "pubmed21n0110.xml.gz" 20252983 Sat%2C%2012%20Dec%202020%2015%3A11%3A00%20GMT FILE 
201: "pubmed21n0110.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A11%3A00%20GMT FILE 
201: "pubmed21n0111.xml.gz" 18236341 Sat%2C%2012%20Dec%202020%2015%3A11%3A00%20GMT FILE 
201: "pubmed21n0111.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A11%3A00%20GMT FILE 
201: "pubmed21n0112.xml.gz" 18530729 Sat%2C%2012%20Dec%202020%2015%3A11%3A00%20GMT FILE 
201: "pubmed21n0112.xml.gz.md5" 60 Sat%2C%2012%20Dec%202020%2015%3A11%3A00%20GMT FILE 
201: "pubmed21n0113.xml.gz" 18373756 Sat%2C%2012%20Dec%202020%2015%3A11%3A00%20GMT FILE 
